species,gene,entropyValue,entropyLocation,length
saccharomyces_sp_boulardii_,KO01_05268,0.151367,0.997124,41
saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7,VIN7_5130,0.197770,0.999997,40
saccharomyces_eubayanus,DI49_5212,0.165339,0.999984,44
saccharomyces_kudriavzevii_ifo_1802,SKUD_030204,0.189905,0.999984,44
naumovozyma_castellii_cbs_4309,NCAS_0C03670,0.151615,0.994617,38
naumovozyma_dairenensis_cbs_421,NDAI_0G03010,0.214037,0.999991,34
kazachstania_africana_cbs_2517,KAFR_0C00950,0.136070,0.980654,34
kazachstania_naganishii_cbs_8797,KNAG_0K01220,0.053285,0.827481,44
zygosaccharomyces_rouxii,ZYRO0A05280g,0.153576,0.999445,44
zygosaccharomyces_bailii_isa1307,ZBAI_02148,0.045308,0.775435,45
zygosaccharomyces_bailii_isa1307,ZBAI_08005,0.076704,0.928587,44
torulaspora_delbrueckii,TDEL_0D04490,0.093410,0.948291,40
vanderwaltozyma_polyspora_dsm_70294,Kpol_1045p51,0.187743,0.999960,43
tetrapisispora_phaffii_cbs_4417,TPHA_0P00590,0.283913,0.999984,33
tetrapisispora_blattae_cbs_6284,TBLA_0B04170,0.315965,0.999997,40
tetrapisispora_blattae_cbs_6284,TBLA_0B04160,0.252098,0.999960,36
tetrapisispora_blattae_cbs_6284,TBLA_0G00850,0.214613,0.999997,40
_candida_glabrata,CAGL0C05071g,0.191556,0.999977,42
lachancea_thermotolerans_cbs_6340,KLTH0F06732g,0.028401,0.601829,49
lachancea_lanzarotensis,LALA0_S12e01112g,0.014533,0.338475,50
kluyveromyces_marxianus_dmku3_1042,KLMA_30047,0.027254,0.452892,36
kluyveromyces_lactis,KLLA0_B13926g,0.110266,0.962887,36
eremothecium_cymbalariae_dbvpg_7215,Ecym_5248,0.106971,0.965246,38
eremothecium_sinecaudum,AW171_hschr2904,0.017108,0.338975,41
ashbya_gossypii,AGOS_AER226W,0.392390,0.999993,58
saccharomycetaceae_sp_ashbya_aceri_,AACERI_AaceriAER226W,0.413566,0.999982,60
ogataea_parapolymorpha_dl_1,HPODL_01038,0.086752,0.989102,60
candida_arabinofermentans_nrrl_yb_2248,CANARDRAFT_28572,0.169756,0.966489,24
ogataea_polymorpha,OGAPODRAFT_100800,0.064356,0.955238,60
brettanomyces_bruxellensis_awri1499,AWRI1499_0566,0.435938,0.999963,28
brettanomyces_bruxellensis_awri1499,AWRI1499_4080,0.143786,0.997703,44
kuraishia_capsulata_cbs_1993,KUCA_T00005520001,0.013106,0.310975,52
wickerhamomyces_ciferrii,BN7_4985,0.445777,0.999901,52
komagataella_phaffii_cbs_7435,PP7435_CHR3-0342,0.116762,0.991051,46
wickerhamomyces_anomalus_nrrl_y_366_8,WICANDRAFT_94868,0.352134,0.999966,54
komagataella_pastoris,PAS_chr3_0842,0.116762,0.991051,46
babjeviella_inositovora_nrrl_y_12698,BABINDRAFT_163367,0.103192,0.999275,63
millerozyma_farinosa_cbs_7064,GNLVRS01_PISO0F13293g,0.060928,0.836897,40
lodderomyces_elongisporus_nrrl_yb_4239,LELG_01321,0.129349,0.997360,48
_candida_auris,QG37_04683,0.045606,0.766846,44
spathaspora_passalidarum_nrrl_y_27907,SPAPADRAFT_60829,0.200807,0.992460,27
debaryomyces_fabryi,AC631_03594,0.122758,0.966386,33
candida_tropicalis_mya_3404,CTRG_01185,0.389374,0.999959,48
candida_parapsilosis_cdc317,CPAR2_211900,0.071477,0.926840,46
scheffersomyces_stipitis_cbs_6054,PICST_70077,0.164610,0.995154,35
meyerozyma_guilliermondii_atcc_6260,PGUG_05036,0.033898,0.681869,49
