"685588" "945553" "1714833" "597362" "486041" "1095629" "554373" "1381753" "39966" "240176" "944289" "686832" "1314674" "578458" "946122" "1128425" "1137138" "930991" "994086" "870435" "765257" "180088" "1314800" "741705" "436010" "765440" "933084" "944288" "743788" "1314783" "650164" "745531" "599839" "98765" "5627" "732165" "914234" "561896" "1314785" "1314672" "747525" "930990" "1108050" "27342" "694068" "670483" "1314782" "1314776" "1314777" "1109443" "933852" "741275" "1314781" "1296111" "294750" "1296105" "367775" "1295531" "1295533" "214684" "1296100" "1296121" "1296096" "1296120" "1331196" "879819" "1353952" "1330018" "1858805" "117179" "13291" "401625" "84753" "1391700" "49012" "1305764" "1277687" "1365824" "77020" "1230383" "578459" "683840" "27349" "630390" "418459" "875184" "747676" "764103" "983644" "1081107" "1081108" "176275" "1276136" "1276143" "1291518" "655827" "655844" "1081109" "5127" "192010" "1227346" "36050" "5518" "1318462" "1028729" "660122" "426428" "150374" "857340" "1209926" "1209931" "708187" "708197" "1173701" "1573173" "80884" "645133" "1445577" "1460502" "1213857" "1213859" "88771" "306901" "759272" "510952" "1214573" "158607" "1408157" "242507" "196109" "1287681" "332648" "1104152" "1072389" "52586" "546991" "1658172" "1247875" "1658174" "559297" "559298" "1246674" "1447872" "443226" "396776" "554155" "392613" "308745" "138278" "293939" "573508" "109264" "91492" "1069201" "454130" "40382" "344612" "510516" "330879" "690307" "332952" "341663" "1509407" "1388766" "767769" "767770" "380704" "1160497" "1403190" "1036611" "1036612" "331117" "1073089" "602072" "227321" "5076" "500485" "48697" "1835702" "60169" "60172" "1170229" "1365484" "1073090" "1356009" "569365" "86049" "1442370" "1182543" "1182544" "348802" "215243" "91928" "212818" "856822" "1367422" "1182541" "1182542" "1263415" "113226" "766039" "717646" "1043002" "1043003" "1043004" "1043005" "930090" "701091" "930089" "930091" "665912" "5599" "5454" "236234" "420778" "1126212" "1284197" "756982" "984486" "590646" "669874" "5478" "45354" "498019" "306902" "1344418" "1069680" "1408658" "1408657" "1198029" "1357716" "403673" "645134" "1344416" "91626" "1220926" "35722" "58291" "246409" "101091" "688394" "1263082" "4829" "763407" "1314771" "1069443" "747089" "646526" "481877" "1081669" "1081671" "876142" "284813" "907965" "1178016" "1037528" "578460" "578461" "1805483" "1805481" "935791" "944018" "1485682" "1866961" "1003232" "1354746" "1288291" "988480" "578462" "796925"
"685588" 0 2 4 4 4 4 4 4 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 5 5 5 4 4 8 8 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 10 10 10 10 9 9 9 9 9 9 9 9 7 8 8 7 10 10 9 10 10 9 9 9 9 9 9 9 9 10 10 10 10 9 8 18 18 18 17 18 18 18 18 18 17 18 18 18 18 18 18 18 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 17 17 16 16 16 15 15 15 15 15 15 15 15 15 17 17 17 17 17 17 16 16 16 15 15 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 17 17 17 17 17 17 16 15 16 16 16 16 16 16 16 16 16 16 16 16 16 14 15 15 15 15 15 15 15 16 16 16 16 16 15 14 15 15 14 12 12 12 12 12 12 13 13 12 11 11 11 11 10 13 13 12 11 15 15 14 14 14 13 13 13 12 12 12 12 11 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 11 10 10 10
"945553" 2 0 4 4 4 4 4 4 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 5 5 5 4 4 8 8 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 10 10 10 10 9 9 9 9 9 9 9 9 7 8 8 7 10 10 9 10 10 9 9 9 9 9 9 9 9 10 10 10 10 9 8 18 18 18 17 18 18 18 18 18 17 18 18 18 18 18 18 18 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 17 17 16 16 16 15 15 15 15 15 15 15 15 15 17 17 17 17 17 17 16 16 16 15 15 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 17 17 17 17 17 17 16 15 16 16 16 16 16 16 16 16 16 16 16 16 16 14 15 15 15 15 15 15 15 16 16 16 16 16 15 14 15 15 14 12 12 12 12 12 12 13 13 12 11 11 11 11 10 13 13 12 11 15 15 14 14 14 13 13 13 12 12 12 12 11 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 11 10 10 10
"1714833" 4 4 0 2 4 4 4 4 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 5 5 5 4 4 8 8 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 10 10 10 10 9 9 9 9 9 9 9 9 7 8 8 7 10 10 9 10 10 9 9 9 9 9 9 9 9 10 10 10 10 9 8 18 18 18 17 18 18 18 18 18 17 18 18 18 18 18 18 18 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 17 17 16 16 16 15 15 15 15 15 15 15 15 15 17 17 17 17 17 17 16 16 16 15 15 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 17 17 17 17 17 17 16 15 16 16 16 16 16 16 16 16 16 16 16 16 16 14 15 15 15 15 15 15 15 16 16 16 16 16 15 14 15 15 14 12 12 12 12 12 12 13 13 12 11 11 11 11 10 13 13 12 11 15 15 14 14 14 13 13 13 12 12 12 12 11 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 11 10 10 10
"597362" 4 4 2 0 4 4 4 4 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 5 5 5 4 4 8 8 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 10 10 10 10 9 9 9 9 9 9 9 9 7 8 8 7 10 10 9 10 10 9 9 9 9 9 9 9 9 10 10 10 10 9 8 18 18 18 17 18 18 18 18 18 17 18 18 18 18 18 18 18 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 17 17 16 16 16 15 15 15 15 15 15 15 15 15 17 17 17 17 17 17 16 16 16 15 15 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 17 17 17 17 17 17 16 15 16 16 16 16 16 16 16 16 16 16 16 16 16 14 15 15 15 15 15 15 15 16 16 16 16 16 15 14 15 15 14 12 12 12 12 12 12 13 13 12 11 11 11 11 10 13 13 12 11 15 15 14 14 14 13 13 13 12 12 12 12 11 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 11 10 10 10
"486041" 4 4 4 4 0 2 4 4 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 5 5 5 4 4 8 8 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 10 10 10 10 9 9 9 9 9 9 9 9 7 8 8 7 10 10 9 10 10 9 9 9 9 9 9 9 9 10 10 10 10 9 8 18 18 18 17 18 18 18 18 18 17 18 18 18 18 18 18 18 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 17 17 16 16 16 15 15 15 15 15 15 15 15 15 17 17 17 17 17 17 16 16 16 15 15 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 17 17 17 17 17 17 16 15 16 16 16 16 16 16 16 16 16 16 16 16 16 14 15 15 15 15 15 15 15 16 16 16 16 16 15 14 15 15 14 12 12 12 12 12 12 13 13 12 11 11 11 11 10 13 13 12 11 15 15 14 14 14 13 13 13 12 12 12 12 11 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 11 10 10 10
"1095629" 4 4 4 4 2 0 4 4 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 5 5 5 4 4 8 8 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 10 10 10 10 9 9 9 9 9 9 9 9 7 8 8 7 10 10 9 10 10 9 9 9 9 9 9 9 9 10 10 10 10 9 8 18 18 18 17 18 18 18 18 18 17 18 18 18 18 18 18 18 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 17 17 16 16 16 15 15 15 15 15 15 15 15 15 17 17 17 17 17 17 16 16 16 15 15 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 17 17 17 17 17 17 16 15 16 16 16 16 16 16 16 16 16 16 16 16 16 14 15 15 15 15 15 15 15 16 16 16 16 16 15 14 15 15 14 12 12 12 12 12 12 13 13 12 11 11 11 11 10 13 13 12 11 15 15 14 14 14 13 13 13 12 12 12 12 11 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 11 10 10 10
"554373" 4 4 4 4 4 4 0 2 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 5 5 5 4 4 8 8 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 10 10 10 10 9 9 9 9 9 9 9 9 7 8 8 7 10 10 9 10 10 9 9 9 9 9 9 9 9 10 10 10 10 9 8 18 18 18 17 18 18 18 18 18 17 18 18 18 18 18 18 18 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 17 17 16 16 16 15 15 15 15 15 15 15 15 15 17 17 17 17 17 17 16 16 16 15 15 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 17 17 17 17 17 17 16 15 16 16 16 16 16 16 16 16 16 16 16 16 16 14 15 15 15 15 15 15 15 16 16 16 16 16 15 14 15 15 14 12 12 12 12 12 12 13 13 12 11 11 11 11 10 13 13 12 11 15 15 14 14 14 13 13 13 12 12 12 12 11 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 11 10 10 10
"1381753" 4 4 4 4 4 4 2 0 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 5 5 5 4 4 8 8 8 8 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 10 10 10 10 9 9 9 9 9 9 9 9 7 8 8 7 10 10 9 10 10 9 9 9 9 9 9 9 9 10 10 10 10 9 8 18 18 18 17 18 18 18 18 18 17 18 18 18 18 18 18 18 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 17 17 16 16 16 15 15 15 15 15 15 15 15 15 17 17 17 17 17 17 16 16 16 15 15 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 17 17 17 17 17 17 16 15 16 16 16 16 16 16 16 16 16 16 16 16 16 14 15 15 15 15 15 15 15 16 16 16 16 16 15 14 15 15 14 12 12 12 12 12 12 13 13 12 11 11 11 11 10 13 13 12 11 15 15 14 14 14 13 13 13 12 12 12 12 11 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 12 11 10 10 10
"39966" 3 3 3 3 3 3 3 3 0 2 2 2 2 2 2 2 2 5 5 5 5 5 5 4 4 4 3 3 7 7 7 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 5 5 9 9 9 9 8 8 8 8 8 8 8 8 6 7 7 6 9 9 8 9 9 8 8 8 8 8 8 8 8 9 9 9 9 8 7 17 17 17 16 17 17 17 17 17 16 17 17 17 17 17 17 17 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 14 16 16 15 15 15 14 14 14 14 14 14 14 14 14 16 16 16 16 16 16 15 15 15 14 14 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 17 17 16 16 16 16 16 16 15 14 15 15 15 15 15 15 15 15 15 15 15 15 15 13 14 14 14 14 14 14 14 15 15 15 15 15 14 13 14 14 13 11 11 11 11 11 11 12 12 11 10 10 10 10 9 12 12 11 10 14 14 13 13 13 12 12 12 11 11 11 11 10 13 13 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 10 9 9 9
