species,gene,entropyValue,entropyLocation,length
saccharomyces_sp_boulardii_,KO01_00246,0.120516,0.966646,34
saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7,VIN7_0274,0.120516,0.966646,34
saccharomyces_arboricola_h_6,SU7_0203,0.055840,0.738768,33
saccharomyces_eubayanus,DI49_1148,0.068889,0.842209,35
kazachstania_africana_cbs_2517,KAFR_0D02620,0.225143,0.999984,33
kazachstania_naganishii_cbs_8797,KNAG_0B01420,0.097159,0.942078,37
naumovozyma_dairenensis_cbs_421,NDAI_0A07980,0.206384,0.999937,38
naumovozyma_castellii_cbs_4309,NCAS_0I01030,0.159092,0.992093,34
vanderwaltozyma_polyspora_dsm_70294,Kpol_1039p57,0.146552,0.993789,38
tetrapisispora_phaffii_cbs_4417,TPHA_0M01660,0.043158,0.658446,36
zygosaccharomyces_bailii_isa1307,ZBAI_05562,0.159087,0.986891,32
zygosaccharomyces_rouxii,ZYRO0C16632g,0.473453,0.999953,35
zygosaccharomyces_bailii_isa1307,ZBAI_00407,0.129020,0.980283,36
saccharomycetaceae_sp_ashbya_aceri_,AACERI_AaceriADL366W,0.158139,0.983614,30
eremothecium_cymbalariae_dbvpg_7215,Ecym_3454,0.272672,0.999964,31
lachancea_lanzarotensis,LALA0_S03e06062g,0.346296,0.999940,37
ashbya_gossypii,AGOS_ADL366W,0.089258,0.892041,31
lachancea_thermotolerans_cbs_6340,KLTH0F11836g,0.637542,0.999960,36
kluyveromyces_marxianus_dmku3_1042,KLMA_80302,0.528396,0.999927,32
kluyveromyces_lactis,KLLA0_B09152g,0.516537,0.999927,32
eremothecium_sinecaudum,AW171_hschr2294,0.185771,0.997221,33
hanseniaspora_opuntiae,AWRI3578_g3901,0.687190,0.999927,32
hanseniaspora_osmophila,AWRI3579_g2810,0.464730,0.999940,37
hanseniaspora_uvarum_dsm_2768,D499_0A02800,0.617736,0.999940,37
hanseniaspora_valbyensis_nrrl_y_1626,HANVADRAFT_53198,0.462452,0.999937,38
millerozyma_farinosa_cbs_7064,GNLVRS01_PISO0J19589g,0.213552,0.999940,37
spathaspora_passalidarum_nrrl_y_27907,SPAPADRAFT_142718,0.613114,0.999960,36
wickerhamomyces_ciferrii,BN7_5454,0.488367,0.999927,32
_candida_tenuis_atcc_10573,CANTEDRAFT_96523,0.524177,0.999997,40
hyphopichia_burtonii_nrrl_y_1933,HYPBUDRAFT_153367,0.487155,0.999953,35
scheffersomyces_stipitis_cbs_6054,PICST_67105,0.490324,0.999960,43
candida_orthopsilosis_co_90_125,CORT_0A04750,0.366502,0.999964,31
meyerozyma_guilliermondii_atcc_6260,PGUG_01282,0.412589,0.999960,36
debaryomyces_fabryi,AC631_04671,0.487976,0.999937,38
candida_tropicalis_mya_3404,CTRG_03172,0.682544,0.999940,37
_candida_auris,QG37_04824,0.382793,0.999960,36
clavispora_lusitaniae_atcc_42720,CLUG_00170,0.485860,0.999977,39
debaryomyces_hansenii_cbs767,DEHA2F03960g,0.524286,0.999937,38
_candida_tenuis_atcc_10573,CANTEDRAFT_131980,0.221384,0.999977,42
wickerhamomyces_anomalus_nrrl_y_366_8,WICANDRAFT_84020,0.593115,0.999960,36
candida_maltosa_xu316,G210_5348,0.617853,0.999940,37
metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993,METBIDRAFT_155456,0.550715,0.999977,39
candida_tanzawaensis_nrrl_y_17324,CANTADRAFT_46812,0.673814,0.999944,41
hyphopichia_burtonii_nrrl_y_1933,HYPBUDRAFT_153575,0.715307,0.999937,38
millerozyma_farinosa_cbs_7064,GNLVRS01_PISO0I17828g,0.238335,0.999984,33
candida_albicans_wo_1,CAWG_00593,0.528544,0.999960,36
lodderomyces_elongisporus_nrrl_yb_4239,LELG_00374,0.365366,0.999991,34
candida_dubliniensis_cd36,CD36_07840,0.529050,0.999953,35
candida_parapsilosis_cdc317,CPAR2_804740,0.345965,0.999953,35
pichia_membranifaciens_nrrl_y_2026,PICMEDRAFT_74476,0.597815,0.999937,38
pichia_kudriavzevii,JL09_g3308,0.284033,0.999960,36
brettanomyces_bruxellensis_awri1499,AWRI1499_0622,0.160926,0.988396,32
ascoidea_rubescens_dsm_1968,ASCRUDRAFT_78345,0.230659,0.999997,40
babjeviella_inositovora_nrrl_y_12698,BABINDRAFT_158822,0.715410,0.999991,34
ogataea_parapolymorpha_dl_1,HPODL_04404,0.313071,0.999937,38
kuraishia_capsulata_cbs_1993,KUCA_T00000230001,0.408015,0.999944,41
komagataella_pastoris,PAS_chr1-4_0150,0.297312,0.999937,38
komagataella_phaffii_cbs_7435,PP7435_CHR1-0919,0.297312,0.999937,38
candida_arabinofermentans_nrrl_yb_2248,CANARDRAFT_5958,0.728531,0.999977,39
ogataea_polymorpha,OGAPODRAFT_16032,0.351555,0.999960,36
yarrowia_lipolytica,YALI0_E06479g,0.662434,0.999984,44
sugiyamaella_lignohabitans,AWJ20_3020,0.630730,0.999944,41
nadsonia_fulvescens_var_elongata_dsm_6958,NADFUDRAFT_81699,0.128096,0.966151,31
geotrichum_candidum,BN980_GECA27s00934g,0.617352,0.999997,40
nadsonia_fulvescens_var_elongata_dsm_6958,NADFUDRAFT_83300,0.454503,0.999977,39
tortispora_caseinolytica_nrrl_y_17796,CANCADRAFT_25657,0.213897,0.999960,36
lipomyces_starkeyi_nrrl_y_11557,LIPSTDRAFT_3128,0.063786,0.575278,19
dactylellina_haptotyla_cbs_200_50,H072_10376,0.472651,0.999977,39
arthrobotrys_oligospora_atcc_24927,AOL_s00173g96,0.339810,0.999960,46
drechslerella_stenobrocha_248,DRE_06998,0.149552,0.997913,42
pestalotiopsis_fici_w106_1,PFICI_03872,-0.000000,0.020772,42
pseudogymnoascus_sp_03vt05,VE02_05458,0.036074,0.646080,42
capronia_epimyces_cbs_606_96,A1O3_10462,0.182473,0.998972,37
phialocephala_scopiformis,LY89DRAFT_777712,0.226975,0.999960,36
schizosaccharomyces_cryophilus,SPOG_00047,0.637542,0.999960,36
pneumocystis_murina_b123,PNEG_03137,0.190046,0.999977,39
schizosaccharomyces_octosporus,SOCG_04741,0.569429,0.999997,40
pneumocystis_jirovecii_ru7,T551_00004,0.271035,0.999937,38
pneumocystis_carinii_b80,T552_02244,0.239673,0.999940,37
schizosaccharomyces_pombe,SPBC2G5.05,0.552208,0.999940,45
schizosaccharomyces_japonicus,SJAG_03934,0.291795,0.999977,39
serpula_lacrymans_var_lacrymans_s7_3,SERLA73DRAFT_112066,0.053686,0.807839,42
piloderma_croceum_f_1598,PILCRDRAFT_521790,0.097057,0.966860,42
cryptococcus_gattii_ca1873,I314_00759,0.617736,0.999940,37
moniliophthora_perniciosa_fa553,MPER_10604,0.079979,0.801991,26
moniliophthora_roreri_mca_2997,Moror_2319,0.060411,0.823285,38
gloeophyllum_trabeum_atcc_11539,GLOTRDRAFT_37443,0.065324,0.778338,31
cutaneotrichosporon_oleaginosus,CC85DRAFT_307747,0.912650,0.999997,40
kwoniella_bestiolae_cbs_10118,I302_03955,0.743326,0.999937,38
laccaria_bicolor_s238n_h82,LACBIDRAFT_315910,0.161760,0.995046,36
paxillus_rubicundulus_ve08_2h10,PAXRUDRAFT_797644,0.133317,0.997505,47
laetiporus_sulphureus_93_53,LAESUDRAFT_755139,0.061138,0.809875,37
laccaria_amethystina_laam_08_1,K443DRAFT_674131,0.180393,0.999633,39
serendipita_vermifera_maff_305830,M408DRAFT_329982,0.044567,0.687105,37
fibroporia_radiculosa,FIBRA_04987,0.022750,0.471071,42
galerina_marginata_cbs_339_88,GALMADRAFT_611443,0.064634,0.899090,46
hypsizygus_marmoreus,Hypma_06475,0.210217,0.999977,39
pisolithus_tinctorius_marx_270,M404DRAFT_12263,0.177880,0.999405,39
agaricus_bisporus_var_burnettii_jb137_s8,AGABI1DRAFT_111508,0.220310,0.999940,45
cryptococcus_depauperatus_cbs_7855,L204_01782,0.262770,0.999977,39
hypholoma_sublateritium_fd_334_ss_4,HYPSUDRAFT_83775,0.245593,0.999944,41
suillus_luteus_uh_slu_lm8_n1,CY34DRAFT_801034,0.074167,0.915146,42
gymnopus_luxurians_fd_317_m1,GYMLUDRAFT_169275,0.043869,0.692611,38
gelatoporia_subvermispora_b,CERSUDRAFT_113807,0.105548,0.969918,40
cryptococcus_gattii_wm276,CGB_D3180W,0.574650,0.999940,37
rhizoctonia_solani_ag_1_ia,AG1IA_00382,0.449915,0.999960,36
xanthophyllomyces_dendrorhous,CED83399,0.674961,0.999960,36
cryptococcus_gattii_vgiv_ind107,I308_00581,0.617736,0.999940,37
