species,gene,entropyValue,entropyLocation,length
saccharomyces_sp_boulardii_,KO01_00031,0.116406,0.999656,46
saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7,VIN7_5389,0.007671,0.688793,48
saccharomyces_eubayanus,DI49_0042,0.001774,0.440671,47
saccharomyces_arboricola_h_6,SU7_0027,0.010676,0.758507,47
tetrapisispora_blattae_cbs_6284,TBLA_0A04680,0.127285,0.999318,40
tetrapisispora_phaffii_cbs_4417,TPHA_0H02660,0.092504,0.998633,42
naumovozyma_dairenensis_cbs_421,NDAI_0H02500,0.440801,0.998736,47
naumovozyma_castellii_cbs_4309,NCAS_0F01620,0.059959,0.991767,49
torulaspora_delbrueckii,TDEL_0H03710,0.001634,0.432168,49
zygosaccharomyces_rouxii,ZYRO0D05346g,0.002187,0.482540,60
_candida_glabrata,CAGL0H06193g,0.006072,0.661512,54
vanderwaltozyma_polyspora_dsm_70294,Kpol_1040p17,0.318416,0.998938,34
zygosaccharomyces_bailii_isa1307,ZBAI_06841,0.001130,0.397421,59
zygosaccharomyces_bailii_isa1307,ZBAI_02440,0.004926,0.635438,60
kazachstania_naganishii_cbs_8797,KNAG_0D04770,0.095506,0.999656,46
kazachstania_africana_cbs_2517,KAFR_0K00730,0.182609,0.999780,49
eremothecium_cymbalariae_dbvpg_7215,Ecym_2645,0.006985,0.651974,41
saccharomycetaceae_sp_ashbya_aceri_,AACERI_AaceriACR286C,0.349711,0.998057,39
ashbya_gossypii,AGOS_ACR286C,0.248880,0.999754,38
kluyveromyces_lactis,KLLA0_F07513g,0.077810,0.999754,56
eremothecium_sinecaudum,AW171_hschr2372,0.082006,0.998736,47
kluyveromyces_marxianus_dmku3_1042,KLMA_20372,0.100295,0.999049,54
lachancea_thermotolerans_cbs_6340,KLTH0D02354g,0.001934,0.448840,45
lachancea_lanzarotensis,LALA0_S09e07294g,0.008347,0.698648,46
hanseniaspora_osmophila,AWRI3579_g2240,0.118459,0.999049,54
hanseniaspora_valbyensis_nrrl_y_1626,HANVADRAFT_52773,0.339958,0.998968,55
hanseniaspora_opuntiae,AWRI3578_g1915,0.040394,0.957860,42
hanseniaspora_uvarum_dsm_2768,D499_0I01180,0.187283,0.999318,40
candida_tropicalis_mya_3404,CTRG_02669,0.262221,0.999318,40
_candida_tenuis_atcc_10573,CANTEDRAFT_126988,0.010812,0.782150,54
candida_arabinofermentans_nrrl_yb_2248,CANARDRAFT_202705,0.571171,0.996366,50
pichia_membranifaciens_nrrl_y_2026,PICMEDRAFT_22201,0.019167,0.825850,35
clavispora_lusitaniae_atcc_42720,CLUG_01069,0.002325,0.467516,41
candida_tanzawaensis_nrrl_y_17324,CANTADRAFT_88493,0.059614,0.995158,55
wickerhamomyces_anomalus_nrrl_y_366_8,WICANDRAFT_30366,0.431582,0.997802,31
debaryomyces_fabryi,AC631_01032,0.095361,0.996700,60
meyerozyma_guilliermondii_atcc_6260,PGUG_00999,NaN,NaN,NaN
candida_albicans_wo_1,CAWG_02056,0.151533,0.998192,61
candida_parapsilosis_cdc317,CPAR2_701950,0.028498,0.937974,50
candida_maltosa_xu316,G210_4888,0.268285,0.999757,41
wickerhamomyces_ciferrii,BN7_55,0.067344,0.907934,13
lodderomyces_elongisporus_nrrl_yb_4239,LELG_03063,0.037372,0.893259,25
hyphopichia_burtonii_nrrl_y_1933,HYPBUDRAFT_101123,0.398238,0.999780,49
babjeviella_inositovora_nrrl_y_12698,BABINDRAFT_163150,NaN,NaN,NaN
kuraishia_capsulata_cbs_1993,KUCA_T00005620001,0.159172,0.998641,45
_candida_auris,QG37_02834,0.004906,0.608788,49
pichia_kudriavzevii,JL09_g2596,0.076515,0.998976,59
ogataea_polymorpha,OGAPODRAFT_87403,0.150332,0.999916,35
candida_orthopsilosis_co_90_125,CORT_0G02240,0.148317,0.999754,56
debaryomyces_hansenii_cbs767,DEHA2C15774g,0.128279,0.999754,56
millerozyma_farinosa_cbs_7064,GNLVRS01_PISO0L21131g,0.007711,0.741238,64
candida_dubliniensis_cd36,CD36_33230,0.114463,0.998604,57
ogataea_parapolymorpha_dl_1,HPODL_03953,0.111909,0.999780,49
metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993,METBIDRAFT_40318,0.199545,0.998736,47
