species,gene,entropyValue,entropyLocation,length
saccharomyces_sp_boulardii_,KO01_00410,0.017648,0.841802,97
saccharomyces_eubayanus,DI49_0119,0.007126,0.489028,90
saccharomyces_arboricola_h_6,SU7_0081,0.014081,0.739411,90
naumovozyma_castellii_cbs_4309,NCAS_0E02640,0.058510,0.997686,83
naumovozyma_dairenensis_cbs_421,NDAI_0E04300,0.006063,0.462611,92
tetrapisispora_phaffii_cbs_4417,TPHA_0E00890,0.204872,0.999808,100
tetrapisispora_blattae_cbs_6284,TBLA_0D00640,0.137377,0.999886,134
kazachstania_africana_cbs_2517,KAFR_0L01710,0.080486,0.999774,96
zygosaccharomyces_rouxii,ZYRO0B03234g,0.018946,0.750618,70
torulaspora_delbrueckii,TDEL_0C01600,0.005868,0.391075,70
zygosaccharomyces_bailii_isa1307,ZBAI_04683,0.037077,0.956869,80
zygosaccharomyces_bailii_isa1307,ZBAI_06728,0.056240,0.993095,80
eremothecium_sinecaudum,AW171_hschr84688,0.044144,0.975452,78
eremothecium_cymbalariae_dbvpg_7215,Ecym_4688,0.042627,0.978274,85
ashbya_gossypii,AGOS_ACR228C,0.028492,0.904692,78
saccharomycetaceae_sp_ashbya_aceri_,AACERI_AaceriACR228C,0.045751,0.982021,82
candida_arabinofermentans_nrrl_yb_2248,CANARDRAFT_176586,0.027636,0.539709,22
kuraishia_capsulata_cbs_1993,KUCA_T00001889001,0.001916,0.164348,55
ascoidea_rubescens_dsm_1968,ASCRUDRAFT_25952,0.168867,0.999935,76
babjeviella_inositovora_nrrl_y_12698,BABINDRAFT_163431,0.201939,0.999784,47
wickerhamomyces_ciferrii,BN7_4779,0.062443,0.995927,76
cyberlindnera_jadinii,BN1211_0555,0.056843,0.992824,77
wickerhamomyces_anomalus_nrrl_y_366_8,WICANDRAFT_16592,0.072986,0.982801,52
ogataea_polymorpha,OGAPODRAFT_87610,0.626260,0.999836,17
nadsonia_fulvescens_var_elongata_dsm_6958,NADFUDRAFT_29015,0.099953,0.999872,64
ogataea_parapolymorpha_dl_1,HPODL_05235,0.199350,0.998707,29
yarrowia_lipolytica,YALI0_F14179g,0.070913,0.939996,37
geotrichum_candidum,BN980_GECA03s05125g,0.163112,0.999720,61
sugiyamaella_lignohabitans,AWJ20_148,0.133784,0.999877,67
schizosaccharomyces_japonicus,SJAG_04745,0.064078,0.981295,58
schizosaccharomyces_octosporus,SOCG_04153,0.135028,0.999842,45
schizosaccharomyces_japonicus,SJAG_00773,0.088227,0.995169,54
schizosaccharomyces_cryophilus,SPOG_00389,0.050286,0.906669,45
schizosaccharomyces_pombe,SPAC25G10.07c,0.097967,0.995095,49
penicillium_italicum,PITC_043070,0.285871,0.999847,49
trichoderma_reesei,TRIREDRAFT_64298,0.150068,0.999784,47
penicillium_oxalicum_114_2,PDE_05989,0.185796,0.999512,63
ascochyta_rabiei,ST47_g9066,0.420663,0.999917,60
metarhizium_majus_arsef_297,MAJ_02661,0.130663,0.999941,53
glarea_lozoyensis_74030,M7I_2064,0.090159,0.933118,28
fusarium_graminearum,FGRAMPH1_01T01755,0.147960,0.999941,54
pseudogymnoascus_sp_vkm_f_4518_fw_2643_,V500_04347,0.008679,0.444216,59
metarhizium_brunneum_arsef_3297,MBR_05700,0.151090,0.999779,52
trichophyton_equinum_cbs_127_97,TEQG_07772,0.030463,0.866025,63
paracoccidioides_sp_lutzii_pb01,PAAG_09051,0.050620,0.965817,63
aspergillus_luchuensis,RIB2604_01805680,0.217147,0.999784,47
thielavia_terrestris_nrrl_8126,THITE_2120711,0.340535,0.999824,43
fonsecaea_erecta,AYL99_04345,0.094593,0.999838,59
penicillium_griseofulvum,PGRI_091830,0.291826,0.999823,48
lipomyces_starkeyi_nrrl_y_11557,LIPSTDRAFT_959,0.027655,0.771226,48
saitoella_complicata_nrrl_y_17804,G7K_3453-t1,0.326322,0.999836,50
neurospora_crassa,NCU00927,0.109934,0.999941,53
verticillium_longisporum,BN1708_006235,0.396881,0.999836,50
aschersonia_aleyrodis_rcef_2490,AAL_07921,0.175345,0.999765,46
trichoderma_gamsii,TGAM01_04442,0.163957,0.999585,55
colletotrichum_orbiculare,Cob_07285,0.321391,0.999823,48
tolypocladium_ophioglossoides_cbs_100239,TOPH_03961,0.245430,0.999910,56
fonsecaea_pedrosoi_cbs_271_37,Z517_07099,0.053597,0.976278,64
fonsecaea_monophora,AYO21_03592,0.053067,0.970026,63
exophiala_xenobiotica,PV05_09664,0.206430,0.999917,60
tortispora_caseinolytica_nrrl_y_17796,CANCADRAFT_19537,0.020029,0.671942,54
pseudogymnoascus_sp_05ny08,VF21_03051,0.012042,0.550177,57
exophiala_spinifera,PV08_01326,0.148473,0.999917,60
colletotrichum_salicis,CSAL01_10908,0.407147,0.999824,43
phialocephala_scopiformis,LY89DRAFT_633487,0.046522,0.899533,44
pyrenophora_teres,PTT_16433,0.192084,0.999910,56
pneumocystis_jirovecii_ru7,T551_00706,0.103233,0.999960,119
phaeoacremonium_minimum_ucrpa7,UCRPA7_1242,0.172044,0.999709,81
cladophialophora_carrionii_cbs_160_54,G647_01392,0.251404,0.999917,60
pseudogymnoascus_sp_vkm_f_3775,V491_04523,0.003938,0.235017,55
xylona_heveae_tc161,L228DRAFT_208822,0.183890,0.999749,44
metarhizium_anisopliae,MANI_012076,0.129689,0.999941,54
penicillium_expansum,PEX1_025000,0.291826,0.999823,48
verticillium_longisporum,BN1708_014144,0.574436,0.999842,45
blumeria_graminis,BGHDH14_bgh02147,0.011975,0.589024,70
exophiala_mesophila,PV10_02442,0.167499,0.999917,60
pestalotiopsis_fici_w106_1,PFICI_06931,0.179315,0.999512,63
aspergillus_ochraceoroseus,AOCH_000856,0.113501,0.999920,58
scedosporium_apiospermum,SAPIO_CDS1340,0.351288,0.999941,53
thielaviopsis_punctulata,TD95_004258,0.152834,0.999824,43
pseudogymnoascus_sp_vkm_f_4246,V492_03671,0.010864,0.531663,60
magnaporthe_oryzae,MGG_01175,0.198660,0.999941,53
sordaria_macrospora,SMAC_00205,0.047298,0.938028,57
neonectria_ditissima,AK830_g2828,0.099533,0.978132,36
dothistroma_septosporum,DOTSEDRAFT_40227,0.234365,0.999847,49
drechmeria_coniospora,DCS_03746,0.203205,0.999824,43
botrytis_cinerea,Bcin01g01150,0.045895,0.915254,52
aspergillus_terreus,CADATEAG00008365,0.263739,0.999910,56
aspergillus_flavus,AFLA_117920,0.244735,0.999779,52
