species,gene,entropyValue,entropyLocation,length
saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7,VIN7_0141,0.023212,0.983013,102
saccharomyces_sp_boulardii_,KO01_00384,0.025379,0.982793,93
saccharomyces_eubayanus,DI49_0145,0.127051,0.999447,111
kazachstania_africana_cbs_2517,KAFR_0H01130,0.478532,0.997743,77
naumovozyma_castellii_cbs_4309,NCAS_0A10920,0.042700,0.998322,96
naumovozyma_dairenensis_cbs_421,NDAI_0A05380,0.141360,0.998692,92
_candida_glabrata,CAGL0F04301g,0.003172,0.636643,100
kazachstania_naganishii_cbs_8797,KNAG_0H00890,0.038353,0.995550,83
zygosaccharomyces_rouxii,ZYRO0G13178g,0.223937,0.998662,113
zygosaccharomyces_bailii_isa1307,ZBAI_02864,0.052103,0.999175,112
torulaspora_delbrueckii,TDEL_0F01520,0.011828,0.898649,97
zygosaccharomyces_bailii_isa1307,ZBAI_09123,0.024666,0.989046,108
vanderwaltozyma_polyspora_dsm_70294,Kpol_292p1,0.186125,0.999916,35
tetrapisispora_blattae_cbs_6284,TBLA_0B02650,0.312118,0.998322,96
tetrapisispora_phaffii_cbs_4417,TPHA_0M01390,0.092177,0.997771,87
lachancea_lanzarotensis,LALA0_S09e03422g,0.024319,0.980265,95
lachancea_thermotolerans_cbs_6340,KLTH0E14586g,0.005612,0.765604,103
ashbya_gossypii,AGOS_ADL298C,0.022930,0.987211,112
kluyveromyces_marxianus_dmku3_1042,KLMA_70347,0.083528,0.998518,131
kluyveromyces_lactis,KLLA0_B12331g,0.017205,0.938130,86
eremothecium_sinecaudum,AW171_hschr2243,0.023774,0.987506,110
eremothecium_cymbalariae_dbvpg_7215,Ecym_7447,0.001475,0.498295,110
saccharomycetaceae_sp_ashbya_aceri_,AACERI_AaceriADL298C,0.001800,0.547377,115
hanseniaspora_osmophila,AWRI3579_g2141,0.224851,0.999364,119
brettanomyces_bruxellensis_awri1499,AWRI1499_3539,0.016522,0.906608,71
pichia_membranifaciens_nrrl_y_2026,PICMEDRAFT_13773,0.011767,0.909107,104
pichia_kudriavzevii,JL09_g5597,0.208885,0.999754,38
pichia_kudriavzevii,JL09_g3179,0.049548,0.998180,102
ascoidea_rubescens_dsm_1968,ASCRUDRAFT_9807,0.168279,0.999901,106
