species,gene,entropyValue,entropyLocation,length
saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7,VIN7_0237,0.150332,0.999916,35
saccharomyces_sp_boulardii_,KO01_00287,0.150332,0.999916,35
saccharomyces_eubayanus,DI49_1105,0.150332,0.999916,35
zygosaccharomyces_bailii_isa1307,ZBAI_02838,0.066492,0.989680,41
zygosaccharomyces_bailii_isa1307,ZBAI_09096,0.080143,0.995112,40
zygosaccharomyces_rouxii,ZYRO0G12474g,0.200599,0.998633,42
torulaspora_delbrueckii,TDEL_0D03340,0.027122,0.880136,34
naumovozyma_dairenensis_cbs_421,NDAI_0A07510,0.173239,0.999754,38
naumovozyma_castellii_cbs_4309,NCAS_0I01510,0.111626,0.998938,34
kazachstania_naganishii_cbs_8797,KNAG_0J02230,0.069746,0.982103,32
kazachstania_africana_cbs_2517,KAFR_0C00390,0.152863,0.997802,31
tetrapisispora_phaffii_cbs_4417,TPHA_0M01230,0.185515,0.999836,30
tetrapisispora_blattae_cbs_6284,TBLA_0G03190,0.257585,0.999960,33
lachancea_lanzarotensis,LALA0_S06e04654g,0.012191,0.745202,38
ashbya_gossypii,AGOS_AGL212W,0.088949,0.996310,38
lachancea_thermotolerans_cbs_6340,KLTH0C05038g,0.104609,0.999869,44
eremothecium_sinecaudum,AW171_hschr74425,0.068186,0.985098,35
eremothecium_cymbalariae_dbvpg_7215,Ecym_2678,0.032081,0.912027,35
saccharomycetaceae_sp_ashbya_aceri_,AACERI_AaceriAGL212W,0.092504,0.998633,42
_candida_glabrata,CAGL0M01958g,0.028718,0.902333,37
kluyveromyces_lactis,KLLA0_F11814g,0.002116,0.457763,43
kluyveromyces_marxianus_dmku3_1042,KLMA_20179,0.134281,0.999960,33
hanseniaspora_valbyensis_nrrl_y_1626,HANVADRAFT_52248,0.470468,0.998057,39
hanseniaspora_uvarum_dsm_2768,D499_0D00460,0.127600,0.999869,44
hanseniaspora_osmophila,AWRI3579_g4251,0.080565,0.996366,50
hanseniaspora_opuntiae,AWRI3578_g3053,0.035249,0.941431,41
pichia_membranifaciens_nrrl_y_2026,PICMEDRAFT_27671,0.005300,0.558632,27
hyphopichia_burtonii_nrrl_y_1933,HYPBUDRAFT_8953,0.061723,0.971641,31
brettanomyces_bruxellensis_awri1499,AWRI1499_3795,0.013384,0.693264,24
ogataea_parapolymorpha_dl_1,HPODL_01003,0.319004,0.998455,26
scheffersomyces_stipitis_cbs_6054,PICST_15102,-0.000000,0.298892,27
candida_dubliniensis_cd36,CD36_24530,0.027122,0.880136,34
pichia_kudriavzevii,JL09_g475,0.182054,0.998345,20
meyerozyma_guilliermondii_atcc_6260,PGUG_01392,0.024386,0.851290,31
candida_parapsilosis_cdc317,CPAR2_407700,0.144443,0.999836,30
candida_maltosa_xu316,G210_5820,0.146559,0.998455,26
candida_tropicalis_mya_3404,CTRG_02020,0.091643,0.995800,35
ascoidea_rubescens_dsm_1968,ASCRUDRAFT_26326,0.327152,0.999876,27
spathaspora_passalidarum_nrrl_y_27907,SPAPADRAFT_70719,0.087157,0.990450,31
candida_albicans_wo_1,CAWG_06143,0.046253,0.925363,26
millerozyma_farinosa_cbs_7064,GNLVRS01_PISO0I14462g,0.049585,0.973595,41
cyberlindnera_jadinii,BN1211_3077,-0.000000,0.271668,33
lodderomyces_elongisporus_nrrl_yb_4239,LELG_02337,0.194203,0.999683,36
babjeviella_inositovora_nrrl_y_12698,BABINDRAFT_159629,0.095774,0.995195,32
debaryomyces_hansenii_cbs767,DEHA2F06446g,0.048382,0.960739,35
millerozyma_farinosa_cbs_7064,GNLVRS01_PISO0J16267g,0.038957,0.948087,39
metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993,METBIDRAFT_47617,0.042596,0.944181,34
ogataea_polymorpha,OGAPODRAFT_16665,0.500678,0.999876,27
clavispora_lusitaniae_atcc_42720,CLUG_04866,0.070585,0.976630,29
wickerhamomyces_anomalus_nrrl_y_366_8,WICANDRAFT_34758,0.318416,0.998938,34
candida_arabinofermentans_nrrl_yb_2248,CANARDRAFT_179170,0.193927,0.997802,31
komagataella_pastoris,PAS_FragB_0039,0.075417,0.989542,36
candida_orthopsilosis_co_90_125,CORT_0C07040,0.003569,0.513702,33
_candida_tenuis_atcc_10573,CANTEDRAFT_137339,0.024209,0.868087,36
_candida_auris,QG37_06498,0.001681,0.393117,34
debaryomyces_fabryi,AC631_03398,0.019150,0.737483,20
komagataella_phaffii_cbs_7435,PP7435_CHR1-1523,0.075417,0.989542,36
kuraishia_capsulata_cbs_1993,KUCA_T00002407001,-0.000000,0.271668,33
wickerhamomyces_ciferrii,BN7_1902,0.518939,0.997802,31
candida_tanzawaensis_nrrl_y_17324,CANTADRAFT_24960,0.062831,0.965461,28
yarrowia_lipolytica,YALI0_E24431g,0.017835,0.857763,47
tortispora_caseinolytica_nrrl_y_17796,CANCADRAFT_13489,0.013384,0.693264,24
sugiyamaella_lignohabitans,AWJ20_2768,-0.000000,0.122386,42
geotrichum_candidum,BN980_GECA08s03167g,0.046253,0.925363,26
nadsonia_fulvescens_var_elongata_dsm_6958,NADFUDRAFT_49534,0.024690,0.915512,49
lipomyces_starkeyi_nrrl_y_11557,LIPSTDRAFT_44589,0.004605,0.541775,29
schizosaccharomyces_pombe,SPAC22F3.03c,0.175705,0.998449,29
schizosaccharomyces_octosporus,SOCG_02020,0.055254,0.981953,42
schizosaccharomyces_cryophilus,SPOG_03991,0.002566,0.478189,39
schizosaccharomyces_japonicus,SJAG_00980,0.070585,0.976630,29
byssochlamys_spectabilis_no_5,PVAR5_2934,0.021290,0.874889,43
penicillium_nordicum,ACN38_g8200,0.084676,0.992827,34
arthroderma_benhamiae_cbs_112371,ARB_01851,0.001502,0.382298,36
