species,gene,entropyValue,entropyLocation,length
saccharomyces_sp_boulardii_,KO01_00392,0.380252,0.993691,15
saccharomyces_kudriavzevii_ifo_1802,SKUD_185105,0.325774,0.933239,11
saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7,VIN7_5490,0.325774,0.933239,11
saccharomyces_eubayanus,DI49_0138,0.377329,0.981178,13
vanderwaltozyma_polyspora_dsm_70294,Kpol_1028p93,0.233771,0.894766,15
tetrapisispora_blattae_cbs_6284,TBLA_0F02670,0.246766,0.978783,23
tetrapisispora_phaffii_cbs_4417,TPHA_0E00430,0.199697,0.889274,19
zygosaccharomyces_rouxii,ZYRO0G17820g,0.152369,0.744701,17
kazachstania_naganishii_cbs_8797,KNAG_0F03580,0.152369,0.744701,17
kazachstania_africana_cbs_2517,KAFR_0B00660,0.172283,0.796043,18
zygosaccharomyces_bailii_isa1307,ZBAI_08290,0.182417,0.804388,17
zygosaccharomyces_bailii_isa1307,ZBAI_03283,0.093228,0.455593,16
naumovozyma_castellii_cbs_4309,NCAS_0A14870,0.193142,0.854377,17
naumovozyma_dairenensis_cbs_421,NDAI_0J00610,0.158297,0.826057,21
torulaspora_delbrueckii,TDEL_0C03430,0.175838,0.777114,16
_candida_glabrata,CAGL0F04455g,0.016922,0.068933,17
saccharomycetaceae_sp_ashbya_aceri_,AACERI_AaceriAGL323C,0.421862,0.996603,15
eremothecium_sinecaudum,AW171_hschr42321,0.092420,0.448791,15
eremothecium_cymbalariae_dbvpg_7215,Ecym_7170,0.153506,0.709450,15
ashbya_gossypii,AGOS_AGL323C,0.480957,0.998672,14
lachancea_thermotolerans_cbs_6340,KLTH0E01848g,0.057168,0.242490,19
lachancea_lanzarotensis,LALA0_S02e10726g,0.332415,0.944732,12
kluyveromyces_lactis,KLLA0_E05611g,0.193142,0.854377,17
kluyveromyces_marxianus_dmku3_1042,KLMA_70091,0.161892,0.758456,16
hanseniaspora_valbyensis_nrrl_y_1626,HANVADRAFT_116850,0.469942,0.997091,13
hanseniaspora_opuntiae,AWRI3578_g3028,0.255966,0.819419,7
hanseniaspora_osmophila,AWRI3579_g4203,0.156945,0.636176,14
spathaspora_passalidarum_nrrl_y_27907,SPAPADRAFT_131422,0.148532,0.610408,14
yarrowia_lipolytica,YALI0_D06545g,0.409074,0.983702,11
meyerozyma_guilliermondii_atcc_6260,PGUG_04585,0.035960,0.103731,16
candida_tanzawaensis_nrrl_y_17324,CANTADRAFT_4637,0.211587,0.972604,26
candida_orthopsilosis_co_90_125,CORT_0E03300,0.213981,0.851729,14
debaryomyces_hansenii_cbs767,DEHA2G17974g,0.418439,0.999381,18
debaryomyces_fabryi,AC631_00665,0.511793,0.996068,8
cyberlindnera_jadinii,BN1211_3877,0.276101,0.879567,9
wickerhamomyces_anomalus_nrrl_y_366_8,WICANDRAFT_92071,0.199084,0.722001,9
millerozyma_farinosa_cbs_7064,GNLVRS01_PISO0G04890g,0.187233,0.824351,16
hyphopichia_burtonii_nrrl_y_1933,HYPBUDRAFT_156149,0.143912,0.674322,16
pichia_kudriavzevii,JL09_g5504,0.182412,0.817768,18
pichia_membranifaciens_nrrl_y_2026,PICMEDRAFT_74068,0.310264,0.972487,15
komagataella_phaffii_cbs_7435,PP7435_CHR4-0182,0.187233,0.824351,16
metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993,METBIDRAFT_31172,0.261631,0.900219,13
millerozyma_farinosa_cbs_7064,GNLVRS01_PISO0H04891g,0.187233,0.824351,16
_candida_tenuis_atcc_10573,CANTEDRAFT_114954,0.049511,0.230890,14
wickerhamomyces_ciferrii,BN7_1618,0.395496,0.995871,16
komagataella_pastoris,PAS_chr4_0775,0.187233,0.824351,16
candida_tropicalis_mya_3404,CTRG_00146,0.242943,0.906030,14
nadsonia_fulvescens_var_elongata_dsm_6958,NADFUDRAFT_81519,0.261631,0.900219,13
