species,slope,error,slopeRan,errorRan
Acanthamoeba_castellanii_str_neff.Acastellanii.strNEFF_v1,-0.702716175467135,0.00759120295230604,-1.02459221324984,0.00714417143429568
Albugo_candida.ASM107853v1,-0.957539288716131,0.00932894485055701,-1.02582685679843,0.00814151059534754
Angomonas_deanei.Angomonas_deanei_Genome,-0.583716507952544,0.00916775027752522,-1.01504852008102,0.00640768905978228
Aphanomyces_astaci.Apha_asta_APO3_V1,-0.771823018279109,0.00741612390456955,-1.00109142988129,0.00557864597012229
Aphanomyces_invadans.Apha_inva_NJM9701_V1,-0.804343824669639,0.00798850428837073,-1.00435103343383,0.0059223336013086
Aureococcus_anophagefferens.v_1.0,-0.798148879074812,0.0305930190265253,-1.01713912516937,0.00826586262473163
Babesia_bigemina.Bbig001,-0.445777390227253,0.0177151695900411,-0.980075060693909,0.0120774732315054
Babesia_bovis.ASM16539v1,-0.624049323987457,0.0134167692287632,-0.96738034702496,0.0131937498039647
Babesia_microti_strain_ri.ASM69194v1,-0.8223236523651,0.0157216493552685,-0.932814353371372,0.0151342056709854
Bigelowiella_natans_gca_000002455.ASM245v1,-0.449674519857064,0.0392616728901241,-0.508771644897149,0.0373395540801129
Blastocystis_hominis.ASM15166v1,-0.433985055471594,0.0130652323189489,-1.02637685247521,0.0103254241338631
Bodo_saltans.BSAL,-0.682586493593685,0.0077253741626877,-1.01691606866739,0.00684000778394019
Cryptosporidium_andersoni.ASM186535v1,-0.773188227567956,0.013314469426822,-0.963888805443535,0.0137454410200629
Cryptosporidium_muris_rn66.JCVI-cmg-v1.0,-0.771852174189434,0.0135544509567879,-0.965709419746564,0.0145746120875024
Cryptosporidium_parvum.ASM20969v1,-0.367178543508582,0.0297911793419912,-0.54842828652572,0.0323638469674464
Cryptosporidium_parvum_iowa_ii.ASM16534v1,-0.656576319206944,0.0135675834856558,-0.966187568816899,0.0132625437480603
Cryptosporidium_ubiquitum.ASM186534v1,-0.754521904369641,0.0146964607970033,-0.964377806428599,0.0146893096754749
Cyclospora_cayetanensis.ASM76915v2,-0.92190163083313,0.00991177124425232,-1.00455231379104,0.00971314368280944
Dictyostelium_fasciculatum.DFas_2.0,-0.654504729089198,0.0102103194447051,-1.0400235251829,0.00877830966520173
Dictyostelium_lacteum.ASM160615v1,-0.821721246928126,0.0174434216822825,-1.04366242678431,0.010672972048646
Dictyostelium_purpureum.v1.0,-0.782562039096943,0.0110050359459735,-1.00665386008422,0.00900970537034465
Eimeria_acervulina.EAH001,-0.662615352261855,0.0136990594464085,-0.999678260400474,0.0099904631079848
Eimeria_brunetti.EBH001,-0.61248482694381,0.0126358891224436,-1.04723490267731,0.0104090694982728
Eimeria_maxima.EMW001,-0.554283313765489,0.014459756482437,-1.02830824674265,0.0114213870195747
Eimeria_mitis.EMH001,-0.560363903658447,0.0114215222680249,-1.00295180350713,0.0101418324276035
Eimeria_necatrix.ENH001,-0.629755533993259,0.0132504979820379,-1.00801164882266,0.00971422192717551
Eimeria_praecox.EPH001,-0.587721503789919,0.0126468805117192,-1.01326112006965,0.0111271227123455
Eimeria_tenella.ASM283v1,-0.0988888475125353,0.0295628543006339,-0.348907244238955,0.0376165505709929
Eimeria_tenella_gca_000499545.ETH001,-0.667009499095936,0.012635345322253,-0.997053101860473,0.00998814539054704
Entamoeba_dispar_saw760.JCVI_EDISG_1.0,-0.68697536097844,0.00964244035957562,-1.02757794892568,0.00952861477128467
Entamoeba_histolytica_gca_001662325.Ehistolytica_2016,-0.734840160220534,0.0105732719035402,-1.01099743179507,0.0101524529576946
Entamoeba_histolytica_hm_1_imss_a.EHA_CA_v1,-0.771838705942889,0.011196390750003,-0.982448640234058,0.00961404301839073
Entamoeba_histolytica_hm_1_imss_b.EHA_CB_v1,-0.77468677741864,0.0120249529567733,-1.0028248331364,0.01040076212801
Entamoeba_histolytica_hm_3_imss.EHA.strHM3_v1,-0.75143815828979,0.0102648222730625,-1.02925346634837,0.010552484476216
Entamoeba_histolytica_ku27.EHA_ku27_v1,-0.741674764640604,0.0109324150044047,-0.996534540130609,0.0110384042180037
Entamoeba_invadens_ip1.EIA2_v2,-0.656473918989806,0.00972880562118504,-1.02450540604504,0.00939377406508691
Entamoeba_nuttalli_p19.ENU1_v1,-0.776486181732925,0.0110001284148962,-1.00374066328925,0.0109134988661518
Gregarina_niphandrodes.GNI3,-0.652881191334339,0.010202507447859,-0.999069119164838,0.0104448727768241
Hammondia_hammondi.HHA1_v02,-0.731149989039449,0.0117220926481565,-1.02285745819783,0.0107918977298354
