.2247537288,-.328065416102587 
.2495227493,-.346107329389952 
.2739054165,-.366090585606673 
.2974400585,-.388192368645377 
.3197739019,-.412638787613101 
.3406736210,-.43967697121094 
.3600173980,-.469511057624807 
.3777754351,-.502218294639309 
.3939860138,-.537683555134247 
.4087323859,-.575590099127283 
.4221234633,-.615474631931488 
.4342792925,-.656818455013683 
.4453210965,-.699133474443588 
.4553650506,-.742016168580532 
.4645188382,-.785165701462505 
.4728800987,-.828376842073676 
.4805360982,-.871521103223439 
.4875641111,-.914525778763331 
.4940321724,-.957355812708514 
.4999999998,-1.0000000004278 
