species,slope,error,slopeRan,errorRan
absidia_glauca,-0.801449376306236,0.0206696259858664,-0.992571847199827,0.0113814322478565
acidomyces_richmondensis_bfw,-0.802500472234076,0.0139825448623334,-1.00265498318325,0.0157970410749724
acremonium_chrysogenum_atcc_11550,-0.792843746710974,0.0300480758380188,-1.00267852553488,0.0148231298638259
agaricus_bisporus_var_burnettii_jb137_s8,-0.78883546608727,0.0184016768667147,-1.00647700404916,0.0135831840114385
allomyces_macrogynus_atcc_38327,-0.737015431129169,0.0153911916199351,-1.02636394069323,0.00999811134892035
alternaria_alternata,-0.668402161478445,0.0168447103884145,-1.00692973513817,0.0124080032255176
amanita_muscaria_koide_bx008,-0.864616241438506,0.0120230626802697,-1.02874085981789,0.010820476978342
anncaliia_algerae_pra339,-0.93913494198778,0.0268514627680977,-1.05433846801623,0.0266103001253826
anthracocystis_flocculosa_pf_1,-0.844376140456953,0.0306579990783467,-1.00331541091905,0.0214608736187664
arthrobotrys_oligospora_atcc_24927,-0.804295239073742,0.0169163274835669,-1.01488542383369,0.0151104302802542
arthroderma_benhamiae_cbs_112371,-0.688805623437993,0.0225659870863298,-1.04664755855119,0.017009285239472
arthroderma_otae_cbs_113480,-0.732575972529057,0.0169597095027908,-0.993680320273288,0.0168039835132584
aschersonia_aleyrodis_rcef_2490,-0.706666028272824,0.0250740549323887,-1.00229343511768,0.0158147743610355
ascochyta_rabiei,-0.627239724722775,0.0242060712786996,-0.993983893413411,0.0160852112613692
ascoidea_rubescens_dsm_1968,-0.601360393128307,0.0281814807438864,-1.02975707887404,0.0222507065388444
ascosphaera_apis_arsef_7405,-0.758664183565325,0.0254322697852361,-1.03384304591279,0.0217163094383352
ashbya_gossypii,-0.590492772080127,0.0661210528410747,-1.05230895154595,0.0234007976123616
aspergillus_calidoustus,-0.766523923862496,0.015611189397879,-1.03552640457023,0.0108691508602639
aspergillus_clavatus,-0.674741000340637,0.0233675811749227,-0.994687442631617,0.0168492831382719
aspergillus_cristatus,-0.640343777832601,0.022070834928675,-1.03553236133121,0.0162328491329348
aspergillus_flavus,-0.766292255516194,0.013628370849082,-1.01474496411777,0.0136591906753722
aspergillus_fumigatus,-0.785371740497149,0.0191381926799193,-0.98419306323132,0.0160377679145072
aspergillus_lentulus,-0.771390341419573,0.0215610793625613,-1.08511141562343,0.0162409632026355
aspergillus_luchuensis,-0.689813439225666,0.0180274894897815,-1.01893692235345,0.0121360361335602
aspergillus_nidulans,-0.778511907183253,0.0159681175315646,-1.02705832234252,0.0153946265873301
aspergillus_niger,-0.694793258573152,0.0204956952033696,-0.987689072991225,0.0123271185771919
aspergillus_nomius_nrrl_13137,-0.732729846630009,0.0185622246380665,-1.02501878357277,0.0153778188049108
aspergillus_ochraceoroseus,-0.72090941822931,0.0205188339049733,-1.01510873269082,0.0162017386088204
aspergillus_oryzae,-0.775740247025874,0.0144238834403929,-0.987951764682245,0.0126070809308368
aspergillus_parasiticus_su_1,-0.742700014374155,0.0226145481042753,-1.0177783198442,0.0190550645284398
aspergillus_rambellii,-0.721329328788374,0.0208565199103699,-1.03075534811204,0.0168633542501584
aspergillus_ruber_cbs_135680,-0.668711433343127,0.017195732564486,-1.00982654319183,0.0160645331888962
aspergillus_terreus,-0.654522906823778,0.0194988978139698,-1.01572938846796,0.0154578007219443
aspergillus_udagawae,-0.750686369729816,0.0217026663354832,-0.988605064767883,0.0155943909125863
aspergillus_ustus,-0.834374640517816,0.0533970636757094,-0.953288070704151,0.0549176912204819
aureobasidium_melanogenum_cbs_110374,-0.579150039975358,0.0196022916875865,-1.01947724233065,0.0138829991055632
aureobasidium_namibiae_cbs_147_97,-0.62413992000755,0.0196001778402012,-1.02087951739234,0.0145881500763012
aureobasidium_subglaciale_exf_2481,-0.613635243059207,0.0188479373966938,-1.01983397202337,0.0142427942584545
babjeviella_inositovora_nrrl_y_12698,-0.660860004065908,0.0276280484220086,-1.00265018236896,0.0186921456740934
batrachochytrium_dendrobatidis_jam81,-0.861154293531968,0.0188018831794685,-1.01874248529882,0.0145686198178691
baudoinia_panamericana_uamh_10762,-0.825505471051656,0.0151870082384443,-1.04353887547288,0.0146730078809923
beauveria_bassiana_arsef_2860,-0.664667842175593,0.0284654897919934,-1.02479586634879,0.0147879865083478
bipolaris_maydis_c5,-0.697764224454238,0.0164486408294801,-1.02401659057952,0.0130856719308362
bipolaris_oryzae_atcc_44560,-0.65715000894422,0.019219283531785,-0.991020528713038,0.0123436686553478
bipolaris_sorokiniana_nd90pr,-0.654786335422428,0.0161582754402112,-1.02731150315648,0.0136143351479496
bipolaris_victoriae_fi3,-0.640161418353855,0.0156467533154449,-1.02381201522003,0.0155205005865702
bipolaris_zeicola_26_r_13,-0.631020316900074,0.0161824181307675,-0.997512009773627,0.0140013315436431
blastomyces_dermatitidis_er_3,-0.743731371209611,0.0209207108199669,-1.01097687800287,0.0129814497616731
blastomyces_gilchristii_slh14081,-0.788710718437187,0.0194421399932357,-0.990291594850995,0.0144753183483247
blumeria_graminis,-0.875515117471913,0.0230942839403469,-0.988148750592515,0.0201491720693721
botryobasidium_botryosum_fd_172_ss1,-0.795967801736184,0.0132612106337147,-1.00337392895802,0.0102524325300721
botrytis_cinerea,-0.772033314158737,0.0158424281827223,-1.01249152135194,0.0135327666304791
brettanomyces_bruxellensis_awri1499,-0.649353683154256,0.0265985637601574,-1.01986517436242,0.0221396849621184
byssochlamys_spectabilis_no_5,-0.738156498097179,0.0243833717783558,-1.01445696866429,0.0182589897274067
calocera_cornea_hhb12733,-0.551303794457819,0.0182961650610844,-1.00483881749503,0.0112927032597815
calocera_viscosa_tufc12733,-0.657404222597351,0.0168507516770368,-1.02281260381939,0.0131409489923725
candida_albicans_wo_1,-0.558307137487543,0.0373479318218147,-1.00749879102857,0.0232026425372224
candida_arabinofermentans_nrrl_yb_2248,-0.499254254292272,0.0394416198826537,-0.991678934646174,0.0204413591948021
_candida_auris,-0.637637621154427,0.0304031189769109,-1.00092283061539,0.019994233619146
candida_dubliniensis_cd36,-0.49789746869959,0.0389366844368968,-1.01135796202296,0.0221860462144054
_candida_glabrata,-0.512545657867621,0.0378693106722635,-0.998098747321983,0.0258141762157667
candida_maltosa_xu316,-0.754834857478991,0.0303440335615727,-1.01977562773488,0.0188466410459011
candida_orthopsilosis_co_90_125,-0.758414893457513,0.0303170604519835,-1.03905169697721,0.0246890670256984
candida_parapsilosis_cdc317,-0.817614754233717,0.0283782496941797,-0.992831297607332,0.0235013934710051
candida_tanzawaensis_nrrl_y_17324,-0.500021650645959,0.045878184061883,-0.976163504496717,0.022443360287862
_candida_tenuis_atcc_10573,-0.737146583228615,0.029301263114134,-1.02027509866437,0.0215553363196512
candida_tropicalis_mya_3404,-0.722311334697477,0.0471458521265757,-0.972630603572294,0.0236702484895344
capronia_coronata_cbs_617_96,-0.851179841197107,0.0180310040288393,-1.03257492617199,0.0177015626836121
capronia_epimyces_cbs_606_96,-0.793868690130588,0.0187877687606808,-1.0089418031777,0.0166381176863936
capronia_semi_immersa,-0.827683559781278,0.015549217146582,-1.00509749218868,0.0154629337880737
ceraceosorus_bombacis,-0.834966086305795,0.0199113231691894,-0.997865692239871,0.0184027647069155
ceratocystis_platani,-0.803073871634226,0.0291560488233668,-1.02499264957111,0.0206502994574978
cercospora_fijiensis_cirad86,-0.736882424669946,0.0150440270396638,-1.0188969716455,0.0135354834276052
chaetomium_globosum_cbs_148_51,-0.660997077577342,0.0195990035956101,-1.01926376930822,0.015065056504908
chaetomium_thermophilum_var_thermophilum_dsm_1495,-0.684659289999554,0.0217858974080064,-1.03160596454398,0.0196869239950141
choanephora_cucurbitarum,-0.757040558408485,0.0227241344902745,-0.974597241243369,0.0126367119884986
cladophialophora_bantiana_cbs_173_52,-0.876660575892129,0.0173751049095793,-0.998662613783467,0.0138956203067289
cladophialophora_carrionii_cbs_160_54,-0.877695494473084,0.0197853721383059,-0.994369741012824,0.0138649321016504
cladophialophora_immunda,-0.804744741761014,0.0197543284990687,-1.01369235850382,0.0142851075995288
cladophialophora_psammophila_cbs_110553,-0.844810614449935,0.0153127165191216,-0.98872370874145,0.0126069061931371
cladophialophora_yegresii_cbs_114405,-0.848116567903386,0.016997181955735,-0.990584445194309,0.0150502985905446
claviceps_purpurea_20_1,-0.806956829830051,0.0183214071751304,-1.00942644395841,0.0151712584112924
clavispora_lusitaniae_atcc_42720,-0.650939911903261,0.025213552127115,-1.00991891368402,0.0198425904397464
coccidioides_immitis_rs,-0.83652405866783,0.0164254383774828,-1.00066026675089,0.0141349699128188
coccidioides_posadasii_str_silveira,-0.827097866769753,0.0171744668305533,-1.00708611856429,0.0134810816908007
colletotrichum_fioriniae_pj7,-0.589274576335294,0.0235609849155723,-1.03304383375352,0.0121076970755263
colletotrichum_gloeosporioides,-0.581358084174594,0.0320092518891578,-1.01680070613866,0.0123341860730042
colletotrichum_graminicola,-0.638021204014603,0.0260235092430763,-0.999576256673014,0.0114324779492279
colletotrichum_higginsianum,-0.583799047903904,0.0257263857425309,-1.0467761241975,0.0113598229961478
colletotrichum_incanum,-0.574184637886734,0.0205665709722573,-1.01062552696562,0.0147786261010267
colletotrichum_nymphaeae_sa_01,-0.56845045171172,0.0218706488360542,-1.00728368703876,0.0130700543477281
colletotrichum_orbiculare,-0.636302392652566,0.0231454574553881,-1.00563833470044,0.0116306874473955
colletotrichum_salicis,-0.603847715946999,0.0191849868049998,-1.00688169809978,0.0123661280425115
colletotrichum_simmondsii,-0.580952576967176,0.022612160708269,-0.997934134045896,0.0125493214150557
colletotrichum_sublineola,-0.610183676104906,0.0239088472952898,-1.02291374543962,0.0124142455170409
colletotrichum_tofieldiae,-0.534607810390835,0.0265048715904981,-1.0365325533313,0.0136471135546512
conidiobolus_coronatus_nrrl_28638,-0.769435660150519,0.017285854847388,-0.982924025983427,0.0127862374648619
