aa,Sanov,KL,SanovRand,KLRand,Ratio
/home/dfc/seqsTb/absidia_glaucaForTb.txt,0,0.036094554326272,1.56380540628e-84,0.00590483554460388,0.163593529683949
/home/dfc/seqsTb/acidomyces_richmondensis_bfwForTb.txt,2.34739862433398e-224,0.0200883920369844,2.82598771857805e-118,0.0105592861949406,0.525641184993805
/home/dfc/seqsTb/acremonium_chrysogenum_atcc_11550ForTb.txt,0,0.0439423630144036,1.28590323274831e-81,0.0096143050201946,0.218793536821021
/home/dfc/seqsTb/agaricus_bisporus_var_burnettii_jb137_s8ForTb.txt,0,0.0329374240719894,2.23318265100182e-94,0.00838901268141172,0.254695469295849
/home/dfc/seqsTb/allomyces_macrogynus_atcc_38327ForTb.txt,0,0.0294765343277704,8.63908017048525e-85,0.00397534322131595,0.134864674968614
/home/dfc/seqsTb/alternaria_alternataForTb.txt,0,0.044516611796254,5.03545560454271e-92,0.00700270901218785,0.157305525502215
/home/dfc/seqsTb/amanita_muscaria_koide_bx008ForTb.txt,2.33001868769374e-223,0.0120054004554955,7.4459423600454e-105,0.00561507647611281,0.467712551274581
/home/dfc/seqsTb/anncaliia_algerae_pra339ForTb.txt,1.49070040330247e-126,0.0318066171520924,8.37870012233774e-83,0.0207474881910978,0.652301000508409
/home/dfc/seqsTb/anthracocystis_flocculosa_pf_1ForTb.txt,2.79597701985191e-235,0.0607718369807809,1.25974003255584e-71,0.0183698251633026,0.302275298492491
/home/dfc/seqsTb/arthrobotrys_oligospora_atcc_24927ForTb.txt,1.01486576796528e-278,0.026561429913976,1.12546022292071e-114,0.0108874438176803,0.409896750775138
/home/dfc/seqsTb/arthroderma_benhamiae_cbs_112371ForTb.txt,0,0.0616697830137327,3.65868762617379e-98,0.0134176325938873,0.217572236161418
/home/dfc/seqsTb/arthroderma_otae_cbs_113480ForTb.txt,0,0.0427112312249716,1.76000304901568e-111,0.0130285904659699,0.305038981371078
/home/dfc/seqsTb/aschersonia_aleyrodis_rcef_2490ForTb.txt,0,0.0552532723608348,1.83392417478729e-87,0.0109789700984924,0.198702622114281
/home/dfc/seqsTb/ascochyta_rabieiForTb.txt,0,0.0613542873623475,2.82418435583343e-110,0.0115254564849691,0.187850873678995
/home/dfc/seqsTb/ascoidea_rubescens_dsm_1968ForTb.txt,0,0.169718340078076,1.80414407116056e-87,0.0158935956719955,0.0936468955840836
/home/dfc/seqsTb/ascosphaera_apis_arsef_7405ForTb.txt,0,0.0654640894689049,3.10613187476058e-116,0.0207835033684001,0.317479453804549
/home/dfc/seqsTb/ashbya_gossypiiForTb.txt,0,0.292315936097003,5.84973021064816e-109,0.0251199858475969,0.0859343701304775
/home/dfc/seqsTb/aspergillus_calidoustusForTb.txt,0,0.0277749936852934,8.57029452560777e-92,0.0059042524695589,0.212574394668005
/home/dfc/seqsTb/aspergillus_clavatusForTb.txt,0,0.0611657809409913,1.07674634624329e-103,0.0121455007800195,0.198566920803915
/home/dfc/seqsTb/aspergillus_cristatusForTb.txt,0,0.0632038382733366,1.3332122579309e-105,0.0105120948764843,0.166320514128
/home/dfc/seqsTb/aspergillus_flavusForTb.txt,0,0.0285762037588521,2.05473588344542e-104,0.00750734866849768,0.26271329571452
/home/dfc/seqsTb/aspergillus_fumigatusForTb.txt,9.16318226795656e-314,0.0346170649156006,9.74338078880397e-117,0.0128290206377534,0.37059816217902
/home/dfc/seqsTb/aspergillus_lentulusForTb.txt,0,0.0442689420770781,4.0589350911469e-110,0.0125627650664817,0.283782816508427
/home/dfc/seqsTb/aspergillus_luchuensisForTb.txt,0,0.0488438808465445,7.25383160573853e-81,0.00650410146649443,0.133161029667743
/home/dfc/seqsTb/aspergillus_nidulansForTb.txt,2.31076256781034e-312,0.032732824168787,1.1217821895268e-94,0.00986808138309307,0.301473570756017
/home/dfc/seqsTb/aspergillus_nigerForTb.txt,0,0.0550129441680183,8.6464704228122e-104,0.00725346756968288,0.131850197792171
/home/dfc/seqsTb/aspergillus_nomius_nrrl_13137ForTb.txt,0,0.0407737835099836,4.14438070841838e-106,0.00956189724895927,0.234510914264751
/home/dfc/seqsTb/aspergillus_ochraceoroseusForTb.txt,0,0.0501725621862345,3.18806238553115e-96,0.0134554372535693,0.268183179555877
/home/dfc/seqsTb/aspergillus_oryzaeForTb.txt,0,0.0286593167152451,1.03134452711733e-99,0.00767657070793457,0.267856026862325
/home/dfc/seqsTb/aspergillus_parasiticus_su_1ForTb.txt,0,0.049887913304864,1.66698009506141e-116,0.0151522596978622,0.303726066978729
/home/dfc/seqsTb/aspergillus_rambelliiForTb.txt,0,0.048939903634391,1.45156088476147e-96,0.0139253820582904,0.284540447041353
/home/dfc/seqsTb/aspergillus_ruber_cbs_135680ForTb.txt,0,0.0586591895670743,1.47694478289508e-104,0.0109956709770117,0.187450100455932
/home/dfc/seqsTb/aspergillus_terreusForTb.txt,0,0.0545998709050571,1.53725279831871e-99,0.00982833379180216,0.180006539006154
/home/dfc/seqsTb/aspergillus_udagawaeForTb.txt,0,0.0397614522656629,6.39928816810361e-103,0.0115990574169636,0.291716141036939
/home/dfc/seqsTb/aspergillus_ustusForTb.txt,2.99631339537726e-106,0.176453621781108,3.8212736133835e-93,0.15453872903032,0.875803667107644
/home/dfc/seqsTb/aureobasidium_melanogenum_cbs_110374ForTb.txt,0,0.0706786705783703,3.99806834645863e-108,0.0101487002385301,0.143589291585174
/home/dfc/seqsTb/aureobasidium_namibiae_cbs_147_97ForTb.txt,0,0.0619725240987634,4.67345755596424e-110,0.0107582248314358,0.173596686400748
/home/dfc/seqsTb/aureobasidium_subglaciale_exf_2481ForTb.txt,0,0.0656771684101566,9.77048330164217e-96,0.00892970337543045,0.135963586609948
/home/dfc/seqsTb/babjeviella_inositovora_nrrl_y_12698ForTb.txt,0,0.108545227422077,3.52768430403972e-79,0.0143152056973905,0.131882405494679
/home/dfc/seqsTb/batrachochytrium_dendrobatidis_jam81ForTb.txt,5.6196560300641e-270,0.0323863398971412,8.85771547177646e-82,0.009749291581339,0.301030978255112
/home/dfc/seqsTb/baudoinia_panamericana_uamh_10762ForTb.txt,1.9682552455232e-219,0.0211228131318966,8.74816145668889e-95,0.00908421376097389,0.430066473828537
/home/dfc/seqsTb/beauveria_bassiana_arsef_2860ForTb.txt,0,0.0706946485604102,4.51593190104118e-108,0.0109165081917087,0.154417744680919
/home/dfc/seqsTb/bipolaris_maydis_c5ForTb.txt,0,0.0516582316908988,2.02132814322727e-99,0.00784385508126489,0.151841339211904
/home/dfc/seqsTb/bipolaris_oryzae_atcc_44560ForTb.txt,0,0.0585297046336081,3.08423174527063e-93,0.00824485644260673,0.140866189129417
/home/dfc/seqsTb/bipolaris_sorokiniana_nd90prForTb.txt,0,0.0532432823217305,1.20605998839647e-97,0.00838046472574007,0.15739947577048
/home/dfc/seqsTb/bipolaris_victoriae_fi3ForTb.txt,0,0.0581478958925057,2.71305347629664e-109,0.00903969409097194,0.155460381708103
/home/dfc/seqsTb/bipolaris_zeicola_26_r_13ForTb.txt,0,0.0620519140827792,1.96149420277362e-108,0.00906154713406411,0.146031710189886
