species, E,H,Q,F,Y,C,N,K,D
Acanthamoeba_castellanii_str_neff.Acastellanii.strNEFF_v1,0.224420316930042,0.157136691889404,0.197017553139239,0.172460417079562,0.14336558713104,0.172485873860927,0.153189540509333,0.105393073309808,0.221262451206578
Albugo_candida.ASM107853v1,0.384220841594663,0.370673189159362,0.374927704814697,0.413254840978933,0.445235524187923,0.449472503132923,0.325220937186343,0.38260717875015,0.345398800440472
Angomonas_deanei.Angomonas_deanei_Genome,0.303828837174831,0.234532403442228,0.302722313709345,0.493940430522638,0.279974577617711,0.372527542161913,0.377467720948854,0.297187497306445,0.368777397227662
Aphanomyces_astaci.Apha_asta_APO3_V1,0.487147916841311,0.360174420031311,0.477612912650876,0.495507922473503,0.235714605691759,0.324511459808943,0.243907687611193,0.320148461960796,0.237040594248764
Aphanomyces_invadans.Apha_inva_NJM9701_V1,0.478930802288075,0.352456260914319,0.470825972723768,0.490390299654497,0.224799756428873,0.273863858728706,0.254292074799644,0.322365819694677,0.260218031554467
Aureococcus_anophagefferens.v_1.0,0.105137745953535,0.109833624237378,0.137389532923952,0.108182098282158,0.0806762028608583,0.0772030510836481,0.129559925974718,0.116004976812578,0.0765117908578432
Babesia_bigemina.Bbig001,0.423927945340945,0.382742473181046,0.404625134343846,0.31275822972116,0.32771974931705,0.321089178434891,0.400964261115788,0.425511734603847,0.422078482600664
Babesia_bovis.ASM16539v1,0.44473421867768,0.441106144089822,0.486178560966961,0.478340775625655,0.488584202682563,0.459307244204878,0.452761433538379,0.450133467099016,0.391614022048805
Babesia_microti_strain_ri.ASM69194v1,0.351914893617021,0.423704648632424,0.362807338462366,0.328411405295316,0.418409946389871,0.434349878780145,0.321123582669294,0.397318591943068,0.306103724438224
Bigelowiella_natans_gca_000002455.ASM245v1,0.194084507042254,0.213655091230135,0.198973042362003,0.210221944357612,0.234925437648584,0.292630057803468,0.230685527747552,0.174405850091408,0.179895801409746
Blastocystis_hominis.ASM15166v1,0.42287591176452,0.439715068493151,0.344133239848949,0.360433894243627,0.46241808563834,0.383671687404497,0.431142164849396,0.329328693117961,0.477754097929329
Bodo_saltans.BSAL,0.434124868249737,0.39851141947578,0.472726795087957,0.482453386181051,0.282670372578815,0.335239502495666,0.351674461018481,0.381109520133833,0.470362926475676
Cryptosporidium_andersoni.ASM186535v1,0.24222204531803,0.206352897404893,0.24137450602898,0.18071482210631,0.181576407286468,0.229736959429336,0.145550942263358,0.292469989086941,0.143513908252008
Cryptosporidium_muris_rn66.JCVI-cmg-v1.0,0.2410243094543,0.200603831835104,0.238465405412033,0.178663289937082,0.179517939797459,0.229168945376589,0.145030253493003,0.29327961977505,0.141865775819636
Cryptosporidium_parvum.ASM20969v1,0.2785791384555,0.238490033515611,0.251454545454545,0.25581891949605,0.254816535966696,0.330460333006856,0.223809945142453,0.341772151898734,0.20279534109817
Cryptosporidium_parvum_iowa_ii.ASM16534v1,0.268029138758669,0.232380223773549,0.242003694341824,0.242224444024104,0.238985908707696,0.328752669909159,0.209916817947815,0.32600711840584,0.192174512289538
Cryptosporidium_ubiquitum.ASM186534v1,0.288962880298568,0.279373678332977,0.284902764180475,0.237088848554606,0.281146923004429,0.319049424851473,0.249864814943704,0.320627913760933,0.228925078148634
Cyclospora_cayetanensis.ASM76915v2,0.422718319107026,0.426509428835389,0.329345372460497,0.468235136290843,0.3978285627515,0.320851302548999,0.418767362897417,0.361437590416064,0.463703798032536
Dictyostelium_fasciculatum.DFas_2.0,0.271960844261785,0.314432099476138,0.10065884458754,0.316583355873499,0.332537246943523,0.207434005445291,0.305455336956946,0.409489426361549,0.29298523695234
Dictyostelium_lacteum.ASM160615v1,0.268957533808138,0.280568420877577,0.184387537768092,0.310726156993096,0.258450609313387,0.137285586044593,0.21377988035567,0.256696580684427,0.173682624363594
Dictyostelium_purpureum.v1.0,0.16490889846526,0.283440484364272,0.0832384312499535,0.295055073822358,0.21327857926082,0.27235318256429,0.224725451760331,0.176897118226392,0.181384195217266
Eimeria_acervulina.EAH001,0.46291787568511,0.451963824012187,0.226696094633383,0.461494273834707,0.479970102256643,0.31770031044861,0.378076999990477,0.415404713314529,0.499585083109111
Eimeria_brunetti.EBH001,0.476374396289895,0.385876445722378,0.163180655676147,0.493791327079809,0.432684442990348,0.291903275544357,0.373312398743925,0.421616283013143,0.456364092591431
