species,slope,error,slopeRan,errorRan
absidia_glauca,-0.767258107820736,0.00937584520975648,-1.04092784536724,0.00779094334071486
acidomyces_richmondensis_bfw,-0.807114118236283,0.00869869868887429,-1.02434122360057,0.00847575668750952
acremonium_chrysogenum_atcc_11550,-0.77325827268664,0.012604965389268,-1.03186627029205,0.00989266441112325
agaricus_bisporus_var_burnettii_jb137_s8,-0.785564274850467,0.00888286223974353,-1.02840605978761,0.00845336878956461
allomyces_macrogynus_atcc_38327,-0.733766207112233,0.00778046864729896,-1.02751937066527,0.00638840938855883
alternaria_alternata,-0.658096993511978,0.00816358370753574,-1.02037311240612,0.00692160487406448
amanita_muscaria_koide_bx008,-0.852146717780993,0.00678330715467682,-1.01694793024366,0.00732424448751508
anncaliia_algerae_pra339,-0.85713428588993,0.0138809321803884,-0.966713941859975,0.0126969656417654
anthracocystis_flocculosa_pf_1,-0.734526529004054,0.0142924378864234,-0.966129931020413,0.0122146748606483
arthrobotrys_oligospora_atcc_24927,-0.77384631362349,0.00816140121973522,-1.03032492125498,0.00841524557615033
arthroderma_benhamiae_cbs_112371,-0.694717785501387,0.0106408124276465,-1.00967880256187,0.00985221676145701
arthroderma_otae_cbs_113480,-0.712938505605437,0.00975570049825301,-1.02638032473554,0.00926596532668066
aschersonia_aleyrodis_rcef_2490,-0.709152767606838,0.0125113174969495,-1.02537288421481,0.00913164238578324
ascochyta_rabiei,-0.603327805664284,0.0100913848838553,-1.04000637230391,0.00895419731027347
ascoidea_rubescens_dsm_1968,-0.517772837663482,0.0121556784089084,-1.01512002857783,0.0115207364790964
ascosphaera_apis_arsef_7405,-0.719606352025777,0.0129496955322497,-1.02499625082202,0.0115975064533706
ashbya_gossypii,-0.524094330065448,0.0243067734654858,-0.988748854804763,0.0120279254149043
aspergillus_calidoustus,-0.742705699092779,0.00837452055024869,-1.01121569350977,0.0071039412920038
aspergillus_clavatus,-0.67363009722869,0.0114625045485233,-1.02433706162797,0.00895799239510667
aspergillus_cristatus,-0.635134013735688,0.0095156328083637,-1.03388286515738,0.00918364039446838
aspergillus_flavus,-0.766856116054071,0.00809347646885762,-1.03290675220392,0.00777063045634265
aspergillus_fumigatus,-0.74114534849094,0.00999255858039802,-1.01640621459227,0.009428033052264
aspergillus_lentulus,-0.728429412282799,0.0104219170424151,-1.00975765828293,0.00865909622385227
aspergillus_luchuensis,-0.636905907276083,0.00870162176110917,-1.01866943645441,0.00762850042773726
aspergillus_nidulans,-0.767260695862821,0.00925790511936548,-0.999582423341524,0.00808813863790464
