.1879090378,-.378488351259744 
.2110545054,-.395506924549522 
.2347225025,-.414299699920225 
.2584486144,-.434919314571926 
.2818004116,-.457436831462498 
.3044123698,-.481956061543131 
.3260057674,-.508614897197606 
.3463932245,-.537561969885192 
.3654711992,-.56890420266748 
.3832053488,-.602638260610058 
.3996133796,-.638597341161435 
.4147486825,-.676446257036103 
.4286865590,-.715733701432918 
.4415136551,-.755977504105738 
.4533204388,-.796744108457242 
.4641962200,-.837695742685391 
.4742261151,-.878601580847124 
.4834893830,-.919324429474629 
.4920586959,-.959797309205275 
.4999999998,-1.0000000004278 
